[ANCHOR_DEBUG] upd=402 n_upd=402 a0_mean=-1.9851 a0_std=0.3713 anchor=0.1376 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7501 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=406 n_upd=406 a0_mean=-2.0392 a0_std=0.3714 anchor=0.1447 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7541 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=410 n_upd=410 a0_mean=-2.1163 a0_std=0.3714 anchor=0.1566 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7775 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=414 n_upd=414 a0_mean=-2.2206 a0_std=0.3715 anchor=0.1700 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7866 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=418 n_upd=418 a0_mean=-2.2809 a0_std=0.3715 anchor=0.1813 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7847 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=422 n_upd=422 a0_mean=-2.3406 a0_std=0.3715 anchor=0.1919 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7760 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=426 n_upd=426 a0_mean=-2.4109 a0_std=0.3716 anchor=0.2044 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7880 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=427 n_upd=427 a0_mean=-2.2592 a0_std=0.3716 anchor=0.1808 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7098 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=428 n_upd=428 a0_mean=-2.2329 a0_std=0.3716 anchor=0.1759 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.6577 | nB=0 nS=128 nH=0
[ANCHOR_DEBUG] upd=429 n_upd=429 a0_mean=-2.3034 a0_std=0.3716 anchor=0.1873 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7406 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=433 n_upd=433 a0_mean=-2.4055 a0_std=0.3716 anchor=0.2029 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7275 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=437 n_upd=437 a0_mean=-2.4838 a0_std=0.3717 anchor=0.2151 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7148 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=441 n_upd=441 a0_mean=-2.5472 a0_std=0.3718 anchor=0.2305 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7514 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=442 n_upd=442 a0_mean=-2.5481 a0_std=0.3718 anchor=0.2289 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7489 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=446 n_upd=446 a0_mean=-2.6255 a0_std=0.3718 anchor=0.2401 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7835 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=450 n_upd=450 a0_mean=-2.6951 a0_std=0.3719 anchor=0.2561 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7960 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=454 n_upd=454 a0_mean=-2.7649 a0_std=0.3720 anchor=0.2721 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8262 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=458 n_upd=458 a0_mean=-2.8578 a0_std=0.3721 anchor=0.2885 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8518 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=459 n_upd=459 a0_mean=-2.8793 a0_std=0.3721 anchor=0.2933 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8573 | nB=0 nS=128 nH=0
[ANCHOR_DEBUG] upd=463 n_upd=463 a0_mean=-2.9572 a0_std=0.3721 anchor=0.3109 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8722 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=467 n_upd=467 a0_mean=-3.0644 a0_std=0.3721 anchor=0.3347 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8694 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=471 n_upd=471 a0_mean=-3.1590 a0_std=0.3722 anchor=0.3586 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9008 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=475 n_upd=475 a0_mean=-3.2599 a0_std=0.3723 anchor=0.3850 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9612 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=476 n_upd=476 a0_mean=-2.9978 a0_std=0.3723 anchor=0.3291 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8177 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=477 n_upd=477 a0_mean=-3.0202 a0_std=0.3723 anchor=0.3342 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8568 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=481 n_upd=481 a0_mean=-3.2293 a0_std=0.3723 anchor=0.3816 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9345 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=485 n_upd=485 a0_mean=-3.3141 a0_std=0.3723 anchor=0.4015 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9353 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=489 n_upd=489 a0_mean=-3.4175 a0_std=0.3723 anchor=0.4262 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9318 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=493 n_upd=493 a0_mean=-3.5281 a0_std=0.3724 anchor=0.4536 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9725 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=497 n_upd=497 a0_mean=-3.5954 a0_std=0.3724 anchor=0.4727 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-1.0019 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=498 n_upd=498 a0_mean=-3.6095 a0_std=0.3725 anchor=0.4773 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9924 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=502 n_upd=502 a0_mean=-3.6924 a0_std=0.3726 anchor=0.5007 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9614 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=506 n_upd=506 a0_mean=-3.8217 a0_std=0.3727 anchor=0.5328 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9395 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=507 n_upd=507 a0_mean=-3.8384 a0_std=0.3727 anchor=0.5354 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9454 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=508 n_upd=508 a0_mean=-3.8369 a0_std=0.3727 anchor=0.5351 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9623 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=509 n_upd=509 a0_mean=-3.8299 a0_std=0.3727 anchor=0.5329 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9621 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=510 n_upd=510 a0_mean=-3.8263 a0_std=0.3727 anchor=0.5323 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9492 | nB=0 nS=192 nH=0
[ANCHOR_DEBUG] upd=511 n_upd=511 a0_mean=-3.8293 a0_std=0.3727 anchor=0.5339 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9623 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=512 n_upd=512 a0_mean=-3.5838 a0_std=0.3727 anchor=0.4697 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8537 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=513 n_upd=513 a0_mean=-3.6275 a0_std=0.3727 anchor=0.4796 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8358 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=514 n_upd=514 a0_mean=-3.7284 a0_std=0.3727 anchor=0.5067 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9038 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=518 n_upd=518 a0_mean=-3.8057 a0_std=0.3728 anchor=0.5303 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8661 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=522 n_upd=522 a0_mean=-3.8645 a0_std=0.3729 anchor=0.5444 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8659 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=526 n_upd=526 a0_mean=-3.9584 a0_std=0.3729 anchor=0.5746 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8856 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=527 n_upd=527 a0_mean=-3.9811 a0_std=0.3730 anchor=0.5797 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8865 | nB=0 nS=128 nH=0
[ANCHOR_DEBUG] upd=531 n_upd=531 a0_mean=-4.0648 a0_std=0.3730 anchor=0.6020 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9064 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=535 n_upd=535 a0_mean=-4.1742 a0_std=0.3730 anchor=0.6391 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8874 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=539 n_upd=539 a0_mean=-4.3106 a0_std=0.3731 anchor=0.6774 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8725 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=540 n_upd=540 a0_mean=-4.3148 a0_std=0.3731 anchor=0.6772 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8678 | nB=0 nS=128 nH=0
[ANCHOR_DEBUG] upd=541 n_upd=541 a0_mean=-4.3098 a0_std=0.3731 anchor=0.6757 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8656 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=542 n_upd=542 a0_mean=-4.3201 a0_std=0.3731 anchor=0.6788 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8867 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=543 n_upd=543 a0_mean=-4.3081 a0_std=0.3731 anchor=0.6751 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8672 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=544 n_upd=544 a0_mean=-4.3175 a0_std=0.3731 anchor=0.6780 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8727 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=548 n_upd=548 a0_mean=-4.4176 a0_std=0.3731 anchor=0.7078 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.9075 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=549 n_upd=549 a0_mean=-4.1279 a0_std=0.3731 anchor=0.6168 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8070 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=550 n_upd=550 a0_mean=-4.1764 a0_std=0.3731 anchor=0.6317 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8413 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=554 n_upd=554 a0_mean=-4.4157 a0_std=0.3731 anchor=0.7111 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8559 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=558 n_upd=558 a0_mean=-4.4402 a0_std=0.3732 anchor=0.7294 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8533 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=562 n_upd=562 a0_mean=-4.5330 a0_std=0.3733 anchor=0.7651 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8623 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=566 n_upd=566 a0_mean=-4.6889 a0_std=0.3733 anchor=0.8164 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8480 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=570 n_upd=570 a0_mean=-4.7919 a0_std=0.3734 anchor=0.8571 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8402 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=571 n_upd=571 a0_mean=-4.8454 a0_std=0.3734 anchor=0.8688 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8414 | nB=0 nS=192 nH=0
[ANCHOR_DEBUG] upd=572 n_upd=572 a0_mean=-4.8427 a0_std=0.3734 anchor=0.8672 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8362 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=573 n_upd=573 a0_mean=-4.8407 a0_std=0.3734 anchor=0.8663 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8456 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=574 n_upd=574 a0_mean=-4.8387 a0_std=0.3734 anchor=0.8657 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8460 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=578 n_upd=578 a0_mean=-4.9481 a0_std=0.3735 anchor=0.9057 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8263 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=579 n_upd=579 a0_mean=-4.9897 a0_std=0.3736 anchor=0.9156 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8269 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=583 n_upd=583 a0_mean=-5.0942 a0_std=0.3736 anchor=0.9540 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8041 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=584 n_upd=584 a0_mean=-5.1021 a0_std=0.3737 anchor=0.9544 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.8076 | nB=0 nS=128 nH=0
[ANCHOR_DEBUG] upd=585 n_upd=585 a0_mean=-4.8084 a0_std=0.3737 anchor=0.8508 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7459 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=586 n_upd=586 a0_mean=-4.8342 a0_std=0.3737 anchor=0.8575 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7193 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=587 n_upd=587 a0_mean=-4.9040 a0_std=0.3737 anchor=0.8828 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7716 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=591 n_upd=591 a0_mean=-5.0865 a0_std=0.3738 anchor=0.9470 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7561 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=595 n_upd=595 a0_mean=-5.1486 a0_std=0.3739 anchor=0.9697 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7532 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=599 n_upd=599 a0_mean=-5.2200 a0_std=0.3740 anchor=1.0064 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7625 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=600 n_upd=600 a0_mean=-5.2702 a0_std=0.3740 anchor=1.0154 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7552 | nB=0 nS=128 nH=0
[ANCHOR_DEBUG] upd=604 n_upd=604 a0_mean=-5.3861 a0_std=0.3741 anchor=1.0612 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7717 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=605 n_upd=605 a0_mean=-5.4005 a0_std=0.3741 anchor=1.0773 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7814 | nB=0 nS=128 nH=0
[ANCHOR_DEBUG] upd=609 n_upd=609 a0_mean=-5.5107 a0_std=0.3742 anchor=1.1158 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7697 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=610 n_upd=610 a0_mean=-5.5070 a0_std=0.3742 anchor=1.1136 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7684 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=611 n_upd=611 a0_mean=-5.5120 a0_std=0.3742 anchor=1.1153 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7715 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=612 n_upd=612 a0_mean=-5.5196 a0_std=0.3742 anchor=1.1184 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7777 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=613 n_upd=613 a0_mean=-5.5164 a0_std=0.3742 anchor=1.1169 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7699 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=614 n_upd=614 a0_mean=-5.5253 a0_std=0.3742 anchor=1.1206 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7767 | nB=0 nS=128 nH=0
[ANCHOR_DEBUG] upd=615 n_upd=615 a0_mean=-5.5442 a0_std=0.3742 anchor=1.1287 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7777 | nB=0 nS=128 nH=0
[ANCHOR_DEBUG] upd=616 n_upd=616 a0_mean=-5.1841 a0_std=0.3742 anchor=0.9888 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7020 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=617 n_upd=617 a0_mean=-5.2098 a0_std=0.3742 anchor=0.9988 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7295 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=621 n_upd=621 a0_mean=-5.5281 a0_std=0.3743 anchor=1.1240 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7484 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=625 n_upd=625 a0_mean=-5.5861 a0_std=0.3745 anchor=1.1469 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7486 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=626 n_upd=626 a0_mean=-5.5681 a0_std=0.3745 anchor=1.1433 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7521 | nB=0 nS=192 nH=0
[ANCHOR_DEBUG] upd=630 n_upd=630 a0_mean=-5.6519 a0_std=0.3745 anchor=1.1831 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7473 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=631 n_upd=631 a0_mean=-5.6539 a0_std=0.3745 anchor=1.1773 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7443 | nB=0 nS=128 nH=0
[ANCHOR_DEBUG] upd=635 n_upd=635 a0_mean=-5.7556 a0_std=0.3745 anchor=1.2166 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7538 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=639 n_upd=639 a0_mean=-5.8629 a0_std=0.3747 anchor=1.2582 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7578 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=640 n_upd=640 a0_mean=-5.8669 a0_std=0.3747 anchor=1.2501 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7556 | nB=0 nS=128 nH=0
[ANCHOR_DEBUG] upd=641 n_upd=641 a0_mean=-5.8551 a0_std=0.3747 anchor=1.2436 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7503 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=642 n_upd=642 a0_mean=-5.8640 a0_std=0.3747 anchor=1.2473 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7602 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=643 n_upd=643 a0_mean=-5.8672 a0_std=0.3747 anchor=1.2485 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7606 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=644 n_upd=644 a0_mean=-5.8679 a0_std=0.3747 anchor=1.2488 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7554 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=645 n_upd=645 a0_mean=-5.8826 a0_std=0.3747 anchor=1.2552 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7579 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=646 n_upd=646 a0_mean=-5.5894 a0_std=0.3747 anchor=1.1362 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7059 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=647 n_upd=647 a0_mean=-5.6171 a0_std=0.3747 anchor=1.1452 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.6868 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=648 n_upd=648 a0_mean=-5.6844 a0_std=0.3747 anchor=1.1734 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7324 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=652 n_upd=652 a0_mean=-5.8388 a0_std=0.3748 anchor=1.2442 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7252 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=656 n_upd=656 a0_mean=-5.8555 a0_std=0.3750 anchor=1.2539 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7268 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=657 n_upd=657 a0_mean=-5.8888 a0_std=0.3751 anchor=1.2607 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7307 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=661 n_upd=661 a0_mean=-5.9627 a0_std=0.3751 anchor=1.2959 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7398 | nB=0 nS=2048 nH=0
[ANCHOR_DEBUG] upd=662 n_upd=662 a0_mean=-5.9634 a0_std=0.3752 anchor=1.2984 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7548 | nB=0 nS=192 nH=0
[ANCHOR_DEBUG] upd=663 n_upd=663 a0_mean=-5.9837 a0_std=0.3752 anchor=1.3077 | adv_BUY=nan adv_SELL=-0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7564 | nB=0 nS=64 nH=0
[ANCHOR_DEBUG] upd=664 n_upd=664 a0_mean=-5.9724 a0_std=0.3752 anchor=1.3030 | adv_BUY=nan adv_SELL=0.0000 adv_HOLD=nan | v_BUY=nan v_SELL=-0.7511 | nB=0 nS=64 nH=0
